Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
3882,95336,826.6378196,0.025,42.02,6,43.6,12.9
2685,90028,1400.536652,0.685,57.90,18,40.4,22.9
1046,92227,237.7810141,0.155,47.42,10.2,41.3,NA
5723,92509,494.8067351,0.525,52.21,NA,25.6,9.4
5931,94804,1181.281932,5.045,51.30,5.9,28.3,14.1
2973,90601,3736.924297,0.545,64.81,1.7,10.5,17.5
4491,91770,737.6206024,0.11,61.76,25.4,34.8,17.6
5365,93726,1445.621184,0.61,48.77,4.3,60.6,26.6
7090,92530,1131.906632,0.705,44.46,9.9,50.2,24.5
5432,91744,968.4990247,0.155,53.22,13,38.9,18.3
6978,92173,11371,0.11,45.93,22.9,62,16.9
4843,95116,4192.282207,0.15,49.72,21.9,51.2,16.6
6796,93245,721.3925527,0.21,43.76,8.2,51.7,15.4
4488,92843,1650.202076,0.17,51.08,21.4,30.8,13.9
2982,94710,762.4209296,2.615,50.30,5.1,32.6,26.4
4700,92840,823.6395402,0.275,47.91,13.8,42.2,23.7
1873,92553,967.9394958,0.22,41.48,NA,57.5,27.1
3837,90005,1029.814042,0.31,54.41,39.4,62.1,29.4
6104,90240,2577.725627,1.73,70.77,11,15.7,6.1
4478,90640,2698.6888,0.435,66.91,25,20.3,20.4
5408,95670,2072.187808,0.6,48.09,8.3,41.8,12.9
10368,94303,1333.976635,1.19,54.03,10.6,27.8,16.7
12394,93257,622.3032319,0.2,48.50,16.1,42.1,11.9
3165,90006,1263.356021,0.08,47.29,37.3,50.7,24.7
4507,95210,1118.971791,0.1,36.71,20.4,62.5,22.5
6180,91311,1066.330035,1.315,47.24,6.5,26.6,22.7
2963,90039,3663.348872,6.47,75.15,12.2,36,23.7
4000,90301,792.1259258,0.19,43.39,19.1,30,19
6758,91016,1560.164232,1.885,68.87,10.1,32.2,13.3
7492,95823,1258.078946,0.56,36.81,21.8,53.1,29.2
2671,95210,1115.066876,0.46,38.78,8.7,51.1,22.2
7460,91730,1257.53405,4.58,58.26,6.1,25.3,17
4426,94606,363.895698,0.12,42.56,35.5,54.2,34.7
6654,92804,742.5936499,0.38,48.06,18,44.2,32.7
4280,90004,1375.9775,0.03,47.94,29,48.2,23.7
6156,91770,2199.75817,0.12,51.38,36.1,49.9,31.4
3800,90039,2079.063259,0.485,65.87,9.4,13.1,11.7
1898,90247,963.3487783,0.655,45.18,10.9,38.5,21.2
3518,90038,1277.835174,0.38,57.26,29,38.9,26.4
6596,95993,789.6919245,0.35,49.12,13.8,49,12.5
7761,94579,2920.434916,0.535,51.29,14.6,16.9,16
2705,90032,1030.181306,0.435,51.34,18.9,40.8,17.1
3137,93612,1365.182763,0.305,51.84,6.9,39.7,19
3848,95358,325.0060077,0.1,43.65,9.7,51.9,12.8
5221,93313,1313.115809,0.215,45.30,14.2,43.7,16.1
2986,90802,685.5026702,0.325,45.52,7.8,60.1,24.8
8270,92804,853.4576262,0.195,44.17,16.6,55.7,29
4401,90043,746.4054224,0.16,44.66,1.7,18.4,26.2
3096,90029,813.7866398,0.385,56.00,34.2,40.6,27.4
3111,90042,738.0375354,0.2,46.44,15.2,45.5,28.2
3248,91803,2394.010733,0.06,56.57,30.7,46.4,26.6
4435,91606,1376.766432,0.175,51.12,18.2,33.3,24.9
7867,94587,1868.584695,9.56,53.89,4.6,20.2,9.5
25636,93291,600.3936264,1.17,70.44,5.4,22.3,17.1
3880,95358,594.8940334,0.21,56.41,7.8,21.2,8.5
5362,90660,910.7931107,0.12,49.86,8.3,28.4,19.2
2191,92324,3102.769265,0.195,55.09,4.3,39.4,16
4276,95828,1589.708353,0.49,41.44,16.7,38.9,18.7
3970,91911,664.7857026,0.37,39.80,21.2,48.3,28.5
3339,93036,1605.542382,0.295,53.06,26.8,70.4,28.4
2510,91745,3701.791277,0.22,68.28,8.2,28.6,22.5
710,93535,93.24151508,0,36.16,17.2,62.7,23.1
4228,90604,913.3871599,0.06,51.99,7.6,22.9,19.8
4293,91770,778.2701846,0.185,47.97,27.1,37.9,22.3
5015,90813,777.4937113,0.06,37.55,18,54.7,28.3
4212,91764,417.0064653,0.085,45.72,6.5,35.2,12.8
5281,91202,741.6951243,0.305,58.68,25.4,36.8,31.1
6603,93241,302.8390908,0.11,44.50,25.4,67.2,16.1
12853,91752,1628.046567,1.11,66.68,5.7,28.5,15
6324,91340,1917.265932,0.53,51.11,16.4,48.8,20.8
4661,91767,1995.374915,0.1,52.77,7.3,28.6,22.9
3670,91770,2648.39127,0.11,55.48,24.7,47.9,25.8
3424,90005,999.2646649,0.11,51.39,31.2,56,25.2
3346,91752,596.2875333,0,50.42,12.5,26.3,NA
21438,93313,326.4793184,0.375,54.97,9.2,29,7.5
1201,92507,2164.770715,0.11,55.76,1.9,43.4,NA
2396,95901,1563.638868,0.1,45.39,8.1,77.5,16.7
3176,90038,953.4233513,0.405,58.03,16.5,30.5,19.5
6377,94565,1222.903978,0.2,41.60,7.6,38,16.1
8184,92704,917.2679331,0.225,45.98,16.7,44,24.2
3858,95116,1588.836399,2.135,38.87,30.7,42.1,20.4
4293,94102,738.9882471,3.96,41.93,32.1,60.4,26.9
4207,90260,2914.450181,0.185,53.23,7.3,35.8,20.5
4926,91776,769.544958,0.045,60.91,22.1,29.6,14
9867,95832,1037.825152,0.21,35.56,14.7,57,24.9
3310,91770,594.8425324,0.11,45.90,39.2,39.3,31
3838,95210,412.3584605,0,35.11,11.3,50.2,30.5
2837,92544,683.564999,0.25,39.63,7.8,57.3,25.1
4826,90638,695.2184266,1.07,55.98,24,35.2,15
6636,93274,857.7026846,0.505,56.20,3.3,19.1,14.3
5226,90745,1638.329168,3.02,52.89,6,17.5,7.7
4841,90020,1308.008361,0.2,45.40,29.7,34.4,23.8
5140,90813,638.8217601,0.09,37.07,13.5,62.4,35.4
9853,95407,1841.321037,0.625,52.83,13.9,46.3,21.3
2845,90043,605.8828575,0.355,42.70,0.8,30.4,47.6
6058,91103,1460.271969,0.1,51.86,8,40.3,14.3
3546,90034,2724.534595,1.57,60.77,4.5,21.9,17.8
4705,94533,1388.418256,0.55,50.35,7,31.3,8.7
5526,92407,540.529588,0.155,41.64,8,41.1,38.1
4773,92806,2643.021664,1.885,60.32,6.9,21.6,24.7
4141,90241,1153.122015,0.75,51.51,7.8,35.9,15
5517,95340,169.8524684,0,43.88,34.3,56.3,14.3
2682,90043,931.2289334,0.28,44.69,4,39.9,27.7
3328,92105,1514.053537,0.065,44.09,23.8,69.5,32
4856,92507,563.1035168,0.1,41.63,8.9,52.8,31.7
5538,94521,591.602765,0.11,43.09,8,32.8,13.2
3644,90804,824.5296941,0.46,47.86,10.8,53.3,28.2
3124,94590,1166.59253,0.31,43.10,2,37.1,29.1
7602,92707,760.4088711,0.305,49.36,20.4,39.1,21
5225,95207,1002.150738,0.435,42.66,7.5,53,22.3
3665,91206,992.0548119,0.32,54.16,26.9,35.3,39.9
5922,93203,279.0868078,0.2,44.90,36.7,74,17.7
5726,92506,984.3585445,0.475,56.05,2.5,36,24
7372,90712,933.0934427,0.785,59.58,3.2,14.4,13.2
6981,91761,377.3415789,0.43,63.61,14.4,20.2,9.3
4864,90601,3672.570087,0.08,56.59,6.8,19.3,12
3445,90042,1790.324629,0.05,47.01,17.4,48.5,39.3
2634,90602,1192.116395,0.345,55.40,4.7,38,21.9
5122,90250,1263.747483,0.145,43.54,13.8,45.9,24.8
5987,90715,906.1042652,0.345,50.00,11.5,42.2,26.4
2412,93727,707.7083853,0.065,43.30,13.6,46.4,10.5
8190,92647,1379.326699,1.525,61.66,7.5,53.5,38.7
8926,95337,186.0749776,0,49.77,3.7,23.8,16
5929,91762,660.0638863,0.245,48.16,13.4,41.6,24.4
1890,94612,788.635544,1.17,49.17,11.5,38.8,23
5618,91342,2927.384341,0.755,55.59,7.7,27.7,18.2
6399,95240,531.9382386,0.41,43.11,4,39.6,19.8
5884,90631,1280.835202,0.95,61.59,10.2,28.3,7.6
4667,93306,857.8363327,0.525,43.58,3.8,46.2,12.3
4230,93030,1154.295068,0.15,40.28,32.1,61.5,21.7
8594,95076,706.4486679,0.505,44.73,25,54.3,22.6
4960,90022,687.9463432,0.105,44.48,23.2,53.9,15.9
6367,91766,2215.674155,0.205,49.24,10.2,24.8,12.6
7557,94509,672.567485,0.135,37.26,NA,45.6,32.5
6001,91331,1564.364074,0.06,51.13,11.6,52.4,19.2
3669,91911,994.3603671,0.73,52.65,14,42.2,19.9
4371,90020,1122.389403,0.24,52.56,26.1,46.1,25.3
1101,90049,4040.448172,1.235,63.51,NA,83.9,NA
4735,91304,1259.094353,0.565,56.61,14.4,21.8,20.5
2971,90063,1414.158391,0,52.29,12.7,54.7,18.1
6300,92780,5807.795734,0.26,52.96,11.8,46.4,23.8
4689,92505,500.8656784,0,40.97,11.8,49.7,17.8
3883,95965,742.9423368,0.435,46.07,2.5,63.1,29
6028,93286,203.7152829,0.21,43.09,25.2,57.6,15.9
3659,91401,1008.392548,0.25,50.39,7.3,36.6,28
3539,91950,1020.662574,0.5,54.67,14.2,38.4,15.4
7689,92844,2656.693911,0.17,50.92,24.2,39.2,28
4456,91763,355.2914924,0.15,45.50,11.3,33.8,14.4
6306,91306,1040.692246,0.79,51.03,12,33.1,19.6
7959,90746,590.5154594,0.42,53.49,1.3,10.6,10.9
10029,95307,873.8501572,0.375,53.96,5,28.4,11.7
5051,91786,766.9675454,0.61,52.93,5.5,37.8,23.1
1590,92101,729.8220914,1.945,45.70,10.3,51.1,22.6
3983,94541,840.9500542,0.645,40.89,11,25.5,27.9
5171,90804,750.1972334,0.57,45.93,7.5,42.5,24.2
3713,92833,4695.973798,0.245,54.08,7.8,34.8,27
5095,92570,213.4616906,0.1,41.20,14.2,49.4,12.5
5199,90250,1310.910709,0.175,39.47,15.7,38.5,21.3
4242,95501,615.5669051,0.8,39.29,1.5,64.3,29.8
5033,90650,3225.47584,0.47,52.10,4.6,27.3,14.1
5193,91745,2648.21449,0.2,55.45,21.4,29.6,19.1
8327,95407,1311.376048,0.64,45.61,8.6,35.5,26
5066,93033,780.9742535,1.565,52.59,14.8,36.6,11
12573,95206,244.7708486,0,40.01,9.5,39.3,26.3
2703,95422,492.8059796,0,38.05,0.8,71.7,25.6
5960,92530,2696.214294,0.335,42.98,7.3,43.7,18.8
4846,94589,1342.463617,0.12,40.42,NA,27.2,14
4107,91767,547.1601078,0.35,48.41,7.7,29.3,25.9
2736,90004,1447.6681,0.07,46.22,38.9,34.1,23.9
6402,92114,415.2553304,0.085,38.11,16.9,45.4,21.7
1661,95360,544.7933995,0,57.34,9.5,48.3,10.2
5334,91730,799.9969637,0.28,47.17,11.5,42.7,22.4
4219,90731,431.3253654,0.46,42.55,7.3,37.2,22
3805,90008,1035.541489,0.24,43.47,0.8,23.6,37.2
10238,95337,1073.137015,0.7,61.86,4.5,15.2,10.3
4777,90506,1356.119059,0.105,52.84,5.6,21.9,8.4
3796,90044,911.350505,0.03,43.14,5.4,36.8,24.1
6267,91776,873.3426993,0.25,58.99,39.6,50.7,33.3
5063,90044,1033.441638,0.02,36.98,11.1,61.4,34.2
3884,95206,403.5572571,0.02,39.62,10.8,38.6,21.1
2898,92555,651.8646251,0.5,51.00,2,23.5,16
4048,91710,475.0828294,0.62,50.81,11.4,31.3,21.2
4960,95821,691.4766954,0.125,36.77,13.5,56.5,26
7209,90280,618.4950416,0.345,47.96,14.4,29.2,10.9
6219,90019,931.2166683,0.275,60.72,NA,32.2,19
7765,92707,785.3269599,0.9,55.73,13.1,25.9,21
2893,90032,1264.728011,0.25,41.46,10,43.3,23.8
4194,93268,144.7559932,0.175,40.54,11,53.2,16.9
3010,92374,1349.287031,1.07,52.77,2.2,56.4,22.5
3305,90404,935.1731438,1.115,56.22,17.1,29.5,16.6
3015,90706,2779.458868,0,52.40,11.3,29.9,29.3
2703,90660,1202.245245,0.02,50.87,20.1,34.7,14.5
4960,91730,526.657246,0.17,45.96,7.5,51.9,23.4
7288,90804,1080.742101,1.015,54.06,0.8,36.5,22.7
7920,93030,869.1800232,0.43,43.10,29.8,48.5,24.9
4252,91702,2312.013292,0.12,48.23,6.6,41.5,21.4
5102,91335,735.5141651,0.2,44.16,6,30.9,34
4877,94804,2447.139511,0.3,52.80,12,26.9,13.3
8979,92335,351.4076829,0.125,41.67,12,41.8,15.5
7840,90242,957.3185865,0.35,52.96,10.6,31.1,22.6
3614,90806,744.4112964,0.905,57.89,8,13.3,13.2
6188,91776,895.4181624,0.31,65.35,24,30.3,18.1
3393,90034,2260.538979,0.935,59.41,8.9,35.1,24.1
3930,95207,965.2103807,0.075,40.86,2.8,44.4,20.4
7494,92804,821.6868412,2.7,59.10,12.7,40.2,19
8606,95304,1173.471969,3.375,66.82,4.4,21.6,11
4980,95039,1085.806047,1.06,56.33,13.9,35.9,15.9
4598,92410,573.8899975,0.06,41.27,9.3,51.6,12.1
4297,90250,1012.050028,0.18,46.27,8.4,52.3,27.9
2291,90010,1134.447959,0.255,51.34,33.9,68,33.5
5719,92114,1290.467965,0.1,47.18,5.5,31.7,20.5
3231,95388,146.1058325,0.125,57.21,16.4,38.1,14.2
2744,90701,3761.535698,0.51,55.11,13.5,48.1,18.2
6477,93630,196.3162476,0.1,57.91,13.2,43.6,9.5
8826,92843,1183.547277,0.56,47.91,23.3,36.6,22.7
4866,91790,1891.494578,0.28,58.30,9.5,16.1,12.2
5050,95037,1575.506161,1.1,53.59,7.6,26.4,22.7
8357,92503,670.9950199,1.03,52.84,10.2,41.4,21.6
2973,92553,1479.237439,0.205,37.19,15.1,35.6,21
5287,92335,309.1039803,0.04,42.74,11.3,41.2,24.5
9752,92675,3563.547234,0.8,58.76,16.6,41.1,34
5355,93726,1359.180696,0.37,50.13,4.2,61.9,27.9
3478,90027,1711.647449,0.66,57.29,39.4,60.2,33
13753,91708,461.3432734,1.115,73.02,12.1,20.5,19.1
5963,93638,533.0845523,0,37.28,19.6,65.9,19.2
4797,91761,2958.34491,0.195,56.20,8.6,22.2,10.4
3404,95817,1423.669123,0.265,40.16,4.6,52.1,29
4917,92551,713.7607217,0.885,44.94,4.9,50.2,29
5698,92374,1644.446589,3.5,63.06,2.2,31.3,29.1
8555,93727,646.2558669,0.3,47.88,7,28.7,19
2508,93901,672.02655,0.1,42.46,36.1,71.7,21.4
2166,90026,3417.885186,0.65,67.51,9.8,25.2,23.8
9479,93560,487.5428659,0,39.73,5.7,56.6,15.4
6363,90660,1013.664044,0.225,51.20,10.8,36.9,17.9
4847,92220,1581.636136,0.8,43.81,6.7,55.5,13.4
1881,92225,131.1788327,0.01,34.80,29.1,66.4,19.6
3803,94509,850.7155653,0.195,38.48,9.6,45.2,26.1
2104,91950,721.7699111,0.19,41.17,14.1,41.7,14.4
4052,95961,1141.752212,0.2,41.74,NA,50.9,20.1
6042,94806,898.9988722,0.595,39.62,10.5,37.1,20.7
4356,90706,2373.106205,0.48,49.58,4.4,23.3,13.6
3837,94509,606.2494567,2.41,48.43,1.3,27.5,13.9
9919,95240,644.2731616,0.335,50.23,10,29.2,9.5
3889,95354,417.4900889,0.16,54.58,0,38,19
4068,95240,318.8826897,0.01,46.57,12,46.5,24.5
2485,90305,1242.613446,0.16,48.13,0.7,17.6,14.8
4864,92806,2367.869391,0.83,57.65,10,32.9,16.1
6881,91321,1125.630067,0.3,49.58,18.6,57,28.5
6742,92843,1683.973929,0.265,44.59,20.8,30.9,24.4
3226,95116,2037.877286,0.16,49.08,26.8,37.9,19.9
4144,90032,684.0771027,0.235,43.87,10.2,33.8,32.8
8416,92571,599.1572385,0.11,40.58,6.1,40.5,24.9
3938,95210,1166.791847,0.25,33.09,9.4,66.2,38.5
6221,92703,959.591008,0.29,44.47,26.9,61,12.4
2302,90032,677.0782795,0.275,39.14,8.2,46.2,31.1
4318,92274,337.8673406,0.41,52.02,47,57,20.2
3699,91801,795.510885,0.845,58.13,11.1,33.9,21.4
6655,91790,1414.755812,0.31,54.95,10.1,23.4,12.3
5112,93033,598.6314258,0,42.50,23.3,53.4,18.9
3671,94553,1897.200621,2.87,60.04,5.2,20,17.5
5728,92243,1034.774154,1.21,39.36,17.9,45.3,20
6747,92058,1272.630112,1.575,50.30,8.8,63.2,29.7
4313,90706,615.4353602,0.2,45.74,12.9,51.3,27.7
6598,91776,1046.122238,0.03,57.90,26,39.3,21
5205,92703,886.7560409,0.83,48.76,24.2,58.6,22.6
5360,93210,167.3075661,0.25,47.68,4.9,32.3,17.6
7281,90241,1309.977729,0.58,63.04,9,26.2,17.2
7837,95307,888.9190184,0.35,52.66,8.8,40.7,13.6
5195,90680,962.7116175,0.51,51.83,19,38.1,17.2
4103,95207,931.1788015,0.445,47.52,2.7,39.6,33.6
3327,94801,1146.253109,23.75,60.53,5,12.2,12.9
5969,93060,642.2142887,0.485,42.86,25.7,60.6,27.5
5336,91335,1077.944327,0.64,48.51,8.8,29.7,19.1
3057,90745,598.1686023,0.37,44.00,11.4,28.8,21.5
3963,93901,865.9889668,0,41.54,16.9,48.1,29
5246,93907,865.6868065,0.6,40.30,11.1,41.5,18.3
3082,91790,881.8431664,0.41,49.24,6.9,29.3,15.6
5488,95482,305.8440401,1.2,42.46,8.4,48.2,25.1
5697,92683,1543.858706,0.235,40.49,45.4,54,27.6
12379,93722,776.3444506,0.51,49.84,8.5,51.8,17.2
4342,93230,392.9991879,0.1,41.62,15.5,39.7,14.2
4305,95112,1185.978258,1.105,53.66,11.7,20.2,14.8
4786,92505,536.6504686,0.12,43.04,18.1,35.4,26.8
3941,91101,2199.006583,0.545,53.02,21.4,43.1,27.6
2267,90026,1023.810856,0.68,57.86,23.5,38.6,24.4
4017,91786,620.1634479,0.28,50.57,8.3,37.2,21.7
7307,92102,985.7713491,0.605,49.95,9,39.1,24.6
4939,90638,1300.053656,1.225,59.47,8.9,18.5,13.4
8105,92701,3707.608854,0.865,57.36,11.4,30.3,16.8
6600,90280,694.1462163,0.475,45.42,15.2,48.7,20.8
9594,92337,1577.460342,2.42,67.55,4.5,28.5,12.7
8306,95112,1686.076558,8.08,59.14,14.7,23.1,12.6
5203,91792,1280.51751,0.375,49.51,15.2,28.7,25.7
6280,93274,373.9414734,0.4,37.08,24.3,67.5,21.9
6493,92236,507.9500583,0.145,37.60,68.1,55.3,33.1
5646,91801,825.0682166,0.2,57.78,21.4,39.7,23.2
3548,91950,2217.606494,0.16,38.80,26.8,55.6,9.4
5873,92505,1105.998452,0.67,50.56,8.9,34.4,21.2
6078,92707,935.8603557,0.15,46.38,20.1,39.7,19.3
6754,92054,1198.109259,0.2,51.43,9.8,42.6,24.4
4596,90242,883.1347675,0.8,60.55,5.8,25.5,14.8
11140,94521,1783.109132,0.745,48.03,5.7,16.3,8.6
9166,92704,1454.739523,1.55,52.48,23.6,32.7,21.7
3900,94533,2129.886567,0.42,41.14,3.9,37.8,21.7
4623,95116,4004.463197,0.085,42.44,29.1,40,22.2
2866,94607,246.3468448,0.7,47.51,18,37.7,18.9
5227,95204,708.6053256,0.995,46.29,4.6,39.9,20.4
3534,92544,479.2356677,0,34.06,NA,56.9,24.8
5838,92504,1060.487632,0.37,56.81,8,21.6,16
4517,91016,2693.723887,0.28,61.18,9.6,28.8,20.8
4059,92860,977.9986659,0.03,54.65,3.1,34.8,15
3788,95820,513.9117646,0.245,33.84,16.2,61.9,27.1
5821,92104,1148.099849,0.51,44.99,11.5,57.5,25.6
4683,92503,292.7447683,0.235,48.83,15.4,46,14.5
7163,90680,1736.156896,1.01,55.38,14.7,32.8,22.5
2911,90650,6467.572384,0.23,57.22,11.3,30.6,14
4043,91306,1226.378961,0.28,47.36,14.2,35.5,29.4
3224,95827,594.2946363,0.61,48.00,8.8,51.8,13.7
4771,94901,1527.394229,1.985,52.48,23.1,52,31.6
2706,91356,3953.278058,0.35,58.81,16.9,31.4,28
4284,93550,1441.531148,0,37.78,10,41.7,22.1
3014,90019,1342.882333,0.17,47.31,37.3,50.1,31.1
2937,90038,1296.874125,0.075,49.62,41.7,56,30.6
3286,90063,700.8575734,0.02,43.13,21.6,44.6,28.9
6382,92102,1302.014242,2.285,58.18,9.8,28.2,14.1
4684,91010,551.9994808,0.565,51.35,15.1,28.8,18.1
6198,90650,948.0688139,0.24,46.59,15.5,33,18
3923,93021,686.229919,0.6,49.44,17.8,31.5,18.8
4597,91406,878.6829522,0.21,49.10,5,20.5,31.9
4069,94608,675.872715,2.88,48.49,2.5,36,20.7
1037,92311,634.2680472,0,36.11,NA,58,17.8
7658,92805,898.4896678,0.43,50.76,19.8,47.8,26.8
2425,93286,159.6561109,0.21,44.35,11.1,59.1,22.6
3123,95632,1017.982368,0.26,43.94,16.6,41.6,22.3
6396,93103,922.1246881,0.81,56.85,11.3,39,21.8
13173,93455,486.0378493,2.8,53.87,18.2,51,19.3
3975,92316,333.8247957,0.05,43.11,NA,55,10.8
5931,95828,759.2292324,0.085,36.22,20.1,52,30.4
1642,90755,2060.790357,1.49,65.87,6.4,28.8,22.9
4636,95828,835.4393123,0.7,39.49,14.9,39.1,18.8
7793,92504,612.8655031,0.255,49.11,1.6,39.5,21.3
3364,90032,1179.014019,0.07,39.40,16.5,50.7,32
6343,94103,917.1624436,4.745,47.17,17.4,37.3,21
2538,91606,666.4235404,0.215,47.82,26.7,45.8,25.7
5975,90620,3086.587548,0.495,55.71,13.2,20.1,16.3
5542,92503,2045.254366,0.32,51.54,10.6,30,13.5
5137,92706,1553.887979,0.51,48.47,10.1,27.3,24.6
9788,93657,381.4780659,0.3,46.20,7.9,43.2,18.1
5151,95829,600.7913955,14.12,57.35,6.1,32.9,19.8
3852,95660,1968.912595,0.07,41.12,7.4,50.2,28.3
7822,96021,493.7282465,0.4,43.68,11.1,46.4,15.8
2712,90303,778.8208687,0.21,48.22,1.7,24.3,23.4
4823,91304,1053.708388,1.54,50.78,20.4,38.4,18.7
6850,93458,699.5615882,0.145,46.10,41.2,65.6,15
4108,91401,1080.16579,0.235,49.10,3.6,24.9,26.5
8343,95620,835.1396714,1.345,51.36,7,33.6,17.8
4595,94565,777.5331245,0.2,38.46,2.3,36.3,17.6
5847,92101,442.509303,3.22,50.49,9.8,27.9,18.6
3277,94545,3777.497765,2.17,42.64,11.7,29.9,23.1
4297,91345,1789.453962,0.31,47.47,8.6,40.7,20.8
1889,95315,1180.36929,0.06,60.24,8.1,54.3,12.8
3312,91770,2182.813057,1.055,71.47,14.9,28.3,14.5
4194,91311,667.0125062,1.86,47.89,3.9,25.6,22.8
5016,95820,481.5737802,1.645,44.50,3.1,31.7,14.3
5449,91763,2611.659173,0.335,51.90,8.9,28.2,18.3
8196,93631,541.776143,0.325,62.80,6.4,28.2,13.5
3154,91750,1229.307168,0.605,56.02,8.4,19.6,21.1
5916,92831,2833.131757,0.355,46.87,9.2,55.8,32.2
7500,92706,998.8121138,0.6,49.38,36,78.7,32.5
14133,92407,1317.333183,0.425,58.80,4.7,13.9,4.7
4466,90731,428.8442971,0.245,41.16,11.4,50.5,31.2
4993,95207,1031.60757,0.19,39.52,11,44.9,21.2
5960,90240,2943.777239,3.07,66.23,15,27.5,16.7
10343,94103,926.9113063,6.87,49.97,13.4,28.9,24
2491,90250,1125.791448,0.235,54.65,4.2,10.7,12
5128,94608,911.6008051,0.56,46.87,4.8,33.2,22.1
6213,91750,489.3278633,0.945,67.43,5.8,31,15
4370,93277,792.7529626,0.125,55.39,1.3,39,17.8
4691,92335,761.1682622,0.2,46.85,13.6,56.6,29.5
4856,90260,1332.405274,0.235,44.20,13.4,40.8,24.3
4913,92802,845.7946118,0.045,46.90,17.3,44.9,24.2
4266,94541,3231.984036,0.225,37.23,13.4,32.8,20.2
5549,95841,1986.758553,0.26,44.24,2.3,41.8,19.8
5118,95111,1293.636564,0.05,38.81,29.5,50.2,26.3
3214,90706,913.6670983,0.49,46.60,10.9,45.1,9.4
5303,94603,625.6382603,0.145,39.63,13.3,56.1,25.7
6041,93458,498.3623999,0.38,44.98,30.8,62.8,19.3
9150,92868,3801.848281,0.945,61.45,3.3,27.9,21.4
11695,95357,432.4138648,1.605,63.95,7.3,20.9,9
6378,90701,772.599167,0.34,48.25,9.2,29.2,19.5
4485,92831,1546.702858,1.91,64.30,4.2,33.5,14.9
2972,92509,1275.213246,0.2,50.48,7.5,36.5,12.1
3866,92780,2964.316899,0.065,47.44,10.8,29,26.7
5338,92020,950.6823894,0.365,44.63,15.5,53,30.4
5422,92407,860.5635044,0.2,38.87,4,53.6,34.6
3413,90005,1021.965804,0.11,50.41,54,55.6,27.7
3825,92313,1885.538046,0.4,53.78,4.6,22.4,13.7
4717,93274,808.5949113,0.2,45.61,7.2,33.4,8.9
6457,95133,1112.406625,0.37,43.25,44,65,20.7
3357,94606,334.6669724,0.05,39.85,22.5,43.6,27.1
4791,92104,1628.181841,0.23,48.60,11,47.2,24.3
5229,91343,1099.203403,0.735,58.19,2.6,18.3,12.8
3910,91780,787.0524277,0.3,61.51,30.7,33.8,25
3878,95833,3192.548895,0.51,42.42,2.9,29.3,19
5334,94578,1237.476631,0.185,37.96,21.2,40.7,26
5969,95825,840.0433132,1.055,43.50,3.4,44.3,26.2
1406,94612,473.4797273,1.48,47.80,25,50.3,18.9
10542,93723,202.6705316,0.01,40.92,14.8,40.6,15.2
3232,93711,1237.150047,0.2,52.56,4.7,28.8,16.2
6586,94601,636.2137641,0.125,37.76,15.8,50,33.5
5513,95817,2507.974019,3.935,55.78,15.8,37.7,15.6
5407,91803,746.7193697,0.735,57.34,21.7,43,21.5
4909,92354,775.0131211,0.57,49.43,9,51.5,21.4
2661,91342,1941.713469,0.79,55.08,7.2,28.1,27.9
4468,95122,3740.448542,0.25,37.40,21.9,25.1,25.9
4877,92020,657.3119411,0.345,40.70,18.8,50.9,35.3
4961,90250,1174.384098,0.15,41.90,9.4,43.4,28.3
5404,95380,483.338352,0.35,43.60,17,55.7,30.2
5470,92567,1110.359016,0.1,45.15,9.4,37.3,22.6
3141,91342,562.0449257,1.37,43.62,13.1,44.1,29
4355,90042,1266.598929,0.125,48.21,13.6,37.5,18.7
5389,92223,1469.676115,1.19,40.36,NA,33.9,17.1
7043,94577,616.2765599,0.295,43.50,9.9,28.5,17.7
4677,90241,1088.674443,0.46,51.02,9.8,21.5,20.2
6167,91723,632.4235696,0.63,51.73,6.2,34.4,15.5
2629,95826,2269.739136,0,41.23,3.9,53.1,14.2
7488,95823,1484.018928,0.8,36.81,15,47.5,19.9
4416,91606,695.2956959,0.29,50.21,11,46.3,29.9
2653,90303,819.7664027,0.145,40.58,0,26.7,24.7
9516,93263,128.2621346,0.01,43.83,26.1,51.6,12.2
3936,90640,1020.985246,0.575,50.33,18,23.6,15.2
3211,94590,653.2660099,0.34,38.41,3.5,40.7,23.2
3878,94063,1405.637042,0.66,49.16,40.1,45.5,32.4
6350,91710,1657.096232,0.665,60.31,4.9,22.8,6.2
23978,95212,994.6430925,0.205,46.78,10.5,27.9,13.2
2096,95818,2054.115821,0.505,59.88,6.1,38.5,15.8
4027,92201,1171.216051,0.02,38.28,39.8,41,27.2
4800,95210,761.0845632,0.01,35.90,9.5,45,20.3
4286,92821,4038.317948,2.545,57.95,5.9,16.3,26.7
6011,92802,1088.230322,1.08,52.88,15.1,41.2,21.4
3665,91306,1373.955187,0.21,49.77,13.9,41.4,23
3697,91342,1585.200139,0.36,48.16,5.5,24.2,14.1
7685,94578,1122.110761,0.15,34.33,20.5,40.4,31.9
5200,94501,801.3663664,0.815,47.77,8.1,33.4,30.5
6426,93277,665.1829752,0.295,55.51,NA,38.7,16.4
3602,95112,927.5316135,1.185,48.94,29.2,55.3,30.6
2598,95993,255.6494369,1,51.28,7.5,48.2,8.4
3270,91766,269.8539342,0.175,40.03,21,53.8,22.6
