Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG
25,106,278,256,32,54,10,4,5,28,9,6,16,75,0.211,0.264,0.340
27,104,354,317,40,67,18,0,7,35,2,0,29,71,0.211,0.282,0.334
27,94,383,346,49,73,18,0,13,34,11,6,25,104,0.211,0.287,0.376
29,42,128,109,11,23,3,0,5,23,0,0,16,30,0.211,0.305,0.376
27,29,60,57,7,12,2,0,3,7,1,0,3,10,0.211,0.250,0.404
25,119,415,370,46,78,20,1,27,63,1,0,38,122,0.211,0.284,0.489
32,110,452,398,53,84,7,0,31,78,0,0,50,137,0.211,0.297,0.462
24,28,108,95,12,20,5,0,2,8,0,1,11,26,0.211,0.306,0.326
32,62,212,179,31,38,6,0,8,26,2,1,27,37,0.212,0.324,0.380
32,81,241,222,20,47,3,0,7,32,4,2,18,70,0.212,0.270,0.320
27,104,433,397,41,84,18,1,12,51,2,0,32,114,0.212,0.273,0.353
30,80,270,250,27,53,12,1,5,24,3,0,17,68,0.212,0.259,0.328
20,9,35,33,2,7,1,0,1,2,0,0,2,9,0.212,0.257,0.333
34,78,298,254,25,54,9,1,8,23,1,0,37,81,0.213,0.326,0.350
29,54,177,164,17,35,7,3,5,20,2,0,11,49,0.213,0.260,0.384
27,57,167,155,17,33,6,0,1,11,0,2,9,50,0.213,0.265,0.271
27,26,96,89,9,19,2,0,3,6,0,0,6,32,0.213,0.260,0.337
33,86,315,287,39,61,16,1,12,36,0,2,21,101,0.213,0.276,0.401
29,47,115,108,6,23,2,0,1,4,0,1,3,34,0.213,0.248,0.259
26,29,49,47,8,10,2,0,0,2,1,0,1,15,0.213,0.245,0.255
25,25,83,80,5,17,3,0,2,10,0,0,2,35,0.213,0.241,0.325
26,70,280,263,24,56,9,0,9,28,2,0,14,104,0.213,0.254,0.350
26,104,325,301,53,64,13,2,7,24,14,2,20,108,0.213,0.268,0.339
30,5,14,14,1,3,1,0,0,1,0,0,0,5,0.214,0.214,0.286
27,104,265,243,31,52,9,0,5,24,2,3,13,30,0.214,0.252,0.313
29,18,47,42,1,9,5,0,0,5,0,0,3,13,0.214,0.267,0.333
39,78,270,262,19,56,8,0,5,24,2,0,5,40,0.214,0.233,0.302
33,78,285,252,30,54,12,0,7,25,2,0,24,75,0.214,0.295,0.345
27,89,293,271,25,58,4,2,4,26,6,1,20,80,0.214,0.273,0.288
24,98,343,313,38,67,14,3,13,36,1,0,26,92,0.214,0.280,0.403
31,148,558,485,73,104,31,2,17,57,5,1,61,141,0.214,0.305,0.392
25,97,291,261,34,56,6,0,11,25,2,1,26,112,0.215,0.296,0.364
27,117,353,317,40,68,9,2,12,39,3,0,29,118,0.215,0.283,0.369
27,96,293,260,28,56,10,0,4,25,0,1,26,62,0.215,0.301,0.300
29,44,87,79,15,17,3,2,0,7,4,3,7,36,0.215,0.287,0.304
28,118,454,423,41,91,18,2,15,44,2,1,27,138,0.215,0.269,0.374
27,19,45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297
32,130,453,384,54,83,9,2,8,40,10,3,62,109,0.216,0.330,0.313
31,41,111,97,13,21,6,1,3,6,0,1,11,38,0.216,0.315,0.392
26,23,60,51,7,11,2,0,2,6,1,0,4,15,0.216,0.276,0.373
35,90,314,268,46,58,9,0,11,38,2,0,40,85,0.216,0.328,0.373
36,52,212,176,17,38,10,0,4,21,0,0,36,28,0.216,0.349,0.341
23,31,120,111,10,24,8,2,2,12,1,1,9,44,0.216,0.275,0.378
28,14,49,46,3,10,3,0,0,9,2,1,2,15,0.217,0.245,0.283
28,124,467,429,49,93,19,2,13,50,0,1,28,109,0.217,0.272,0.361
29,44,137,120,9,26,5,0,3,8,0,0,16,38,0.217,0.314,0.333
32,46,157,138,16,30,6,0,5,22,3,1,18,39,0.217,0.306,0.370
31,62,174,157,16,34,8,0,0,9,1,0,8,17,0.217,0.276,0.268
23,30,94,83,10,18,2,2,1,12,0,0,8,23,0.217,0.287,0.325
23,129,534,460,57,100,21,3,18,62,2,3,66,131,0.217,0.313,0.393
31,60,175,157,15,34,8,0,1,12,0,0,14,28,0.217,0.287,0.287
27,29,81,69,9,15,1,0,2,8,1,0,11,24,0.217,0.321,0.319
35,40,131,124,12,27,4,2,0,8,1,1,5,32,0.218,0.260,0.282
29,40,128,119,13,26,4,0,1,9,3,0,9,21,0.218,0.273,0.277
24,40,153,142,14,31,10,1,6,22,0,0,9,53,0.218,0.261,0.430
29,155,669,577,100,126,21,3,46,94,10,1,86,200,0.218,0.323,0.504
27,67,163,147,22,32,5,0,1,8,8,5,10,33,0.218,0.272,0.272
25,21,70,64,6,14,3,1,1,8,2,0,5,20,0.219,0.286,0.344
27,84,275,242,36,53,17,1,8,29,4,1,28,92,0.219,0.300,0.397
27,153,599,529,67,116,23,0,35,89,2,1,62,121,0.219,0.306,0.461
28,136,547,456,51,100,15,0,14,53,0,0,84,103,0.219,0.344,0.344
25,93,224,205,26,45,8,1,6,29,1,2,12,57,0.220,0.261,0.356
28,73,253,223,26,49,12,0,1,13,1,1,25,47,0.220,0.300,0.287
31,63,186,168,15,37,8,0,1,13,0,0,14,32,0.220,0.286,0.286
26,75,277,245,24,54,9,0,9,33,1,0,28,67,0.220,0.300,0.367
31,94,308,281,16,62,10,0,1,16,0,0,25,74,0.221,0.287,0.267
25,58,223,204,23,45,14,3,3,17,7,1,14,63,0.221,0.283,0.363
27,65,266,235,31,52,10,2,8,25,1,0,27,61,0.221,0.308,0.383
24,52,198,181,24,40,12,2,2,13,3,0,15,66,0.221,0.284,0.343
31,76,206,181,19,40,10,0,3,17,0,0,19,54,0.221,0.301,0.326
27,150,533,494,63,109,25,7,13,50,35,9,27,147,0.221,0.267,0.379
26,118,473,438,43,97,17,2,14,47,2,1,30,157,0.221,0.273,0.365
27,152,596,535,72,118,22,3,0,32,21,1,54,87,0.221,0.291,0.273
31,118,454,402,45,89,25,3,10,43,10,1,44,160,0.221,0.304,0.373
29,98,383,338,43,75,16,1,8,28,1,0,37,101,0.222,0.311,0.346
26,51,141,126,14,28,5,0,3,13,0,0,12,41,0.222,0.291,0.333
36,132,546,478,59,106,28,0,15,62,2,2,54,148,0.222,0.308,0.374
30,93,402,361,48,80,24,0,6,45,0,2,34,71,0.222,0.291,0.338
25,7,18,18,0,4,2,0,0,2,0,0,0,2,0.222,0.222,0.333
23,14,27,27,1,6,1,1,0,2,1,2,0,5,0.222,0.222,0.333
28,8,21,18,0,4,2,0,0,1,0,0,3,7,0.222,0.333,0.333
31,46,166,153,19,34,6,2,2,15,6,0,11,42,0.222,0.271,0.327
28,64,235,215,26,48,10,1,5,29,3,2,17,46,0.223,0.282,0.349
32,114,384,346,25,77,12,0,4,34,0,1,29,83,0.223,0.292,0.292
23,88,285,268,22,60,12,2,8,27,4,2,11,107,0.224,0.264,0.373
32,16,51,49,2,11,1,0,1,2,0,0,1,13,0.224,0.240,0.306
28,92,382,340,61,76,13,3,28,51,6,0,34,116,0.224,0.306,0.526
30,37,91,76,9,17,1,0,0,4,7,1,14,26,0.224,0.344,0.237
30,119,260,245,32,55,13,1,2,17,12,4,11,76,0.224,0.269,0.310
31,98,380,357,31,80,9,0,8,35,4,0,17,109,0.224,0.266,0.317
29,104,255,205,41,46,11,2,6,24,21,8,34,75,0.224,0.368,0.385
32,130,548,465,77,104,21,1,32,75,6,5,58,101,0.224,0.338,0.480
25,132,407,366,42,82,10,2,6,33,15,4,17,104,0.224,0.273,0.311
27,53,166,151,12,34,9,0,0,10,0,0,6,33,0.225,0.261,0.285
26,55,166,151,13,34,2,0,3,15,0,0,12,50,0.225,0.283,0.298
31,82,344,298,38,67,18,0,13,48,1,1,39,110,0.225,0.317,0.416
22,89,313,283,44,64,13,0,14,35,1,0,28,103,0.226,0.300,0.420
25,80,266,234,34,53,8,1,14,32,5,2,23,111,0.226,0.316,0.449
24,93,323,292,34,66,9,2,8,37,8,2,22,117,0.226,0.284,0.353
23,69,232,212,21,48,11,0,5,17,3,1,18,52,0.226,0.286,0.349
31,124,507,470,56,106,19,0,23,56,2,1,31,122,0.226,0.274,0.413
31,135,568,500,55,113,22,0,22,69,1,1,55,179,0.226,0.308,0.402
27,127,450,406,51,92,20,1,16,48,2,0,41,87,0.227,0.298,0.399
32,83,248,229,27,52,7,0,10,31,0,1,12,52,0.227,0.264,0.389
29,115,446,388,54,88,18,1,9,43,3,2,49,66,0.227,0.318,0.348
27,141,480,436,51,99,12,4,0,20,13,3,29,63,0.227,0.281,0.273
26,52,160,150,13,34,6,2,1,15,2,1,7,54,0.227,0.269,0.313
26,39,148,132,22,30,8,0,6,18,1,2,12,37,0.227,0.304,0.424
26,78,190,176,26,40,11,4,2,21,6,1,5,50,0.227,0.275,0.369
31,105,381,351,29,80,18,2,9,51,0,1,25,82,0.228,0.281,0.368
32,63,221,206,28,47,8,0,7,22,6,1,14,61,0.228,0.281,0.369
24,108,347,290,53,66,16,3,14,40,4,1,51,71,0.228,0.340,0.448
27,96,383,334,56,76,11,1,14,58,14,4,38,103,0.228,0.308,0.392
29,75,278,237,29,54,10,1,12,34,0,0,40,67,0.228,0.338,0.430
31,53,224,202,17,46,4,0,9,21,0,0,16,69,0.228,0.295,0.381
24,18,65,57,4,13,3,0,2,10,1,0,6,25,0.228,0.323,0.386
27,27,100,96,9,22,2,0,1,8,4,0,3,22,0.229,0.250,0.281
29,155,621,538,83,123,27,1,27,76,2,2,68,170,0.229,0.324,0.433
26,129,426,401,39,92,16,3,14,49,1,1,19,126,0.229,0.265,0.389
30,151,602,525,72,120,28,1,19,71,0,0,59,103,0.229,0.316,0.394
29,103,388,371,31,85,15,0,9,39,1,0,12,75,0.229,0.255,0.342
29,74,229,201,23,46,11,1,6,30,0,0,22,58,0.229,0.310,0.383
26,31,92,83,8,19,2,0,1,3,3,0,5,28,0.229,0.270,0.289
31,105,334,310,47,71,19,4,11,46,4,2,19,93,0.229,0.282,0.423
32,47,193,166,15,38,10,0,5,24,2,0,23,35,0.229,0.326,0.380
30,75,292,271,23,62,11,0,8,36,0,0,19,58,0.229,0.277,0.358
29,150,555,500,55,115,26,3,25,73,11,2,51,146,0.230,0.305,0.444
25,72,240,217,41,50,6,1,9,24,5,3,18,45,0.230,0.304,0.392
32,17,54,52,7,12,2,0,3,7,0,1,2,15,0.231,0.259,0.442
33,41,126,108,13,25,3,0,4,14,0,0,15,36,0.231,0.325,0.370
35,118,458,407,50,94,15,2,9,52,1,1,39,98,0.231,0.308,0.344
29,28,99,91,8,21,4,0,3,5,0,0,8,26,0.231,0.293,0.374
25,51,180,160,22,37,13,0,5,18,0,0,18,57,0.231,0.306,0.406
27,110,420,373,45,86,13,0,5,25,8,5,30,76,0.231,0.296,0.306
22,113,411,381,45,88,17,1,8,39,4,3,22,74,0.231,0.275,0.344
25,52,181,156,21,36,6,1,9,24,0,1,18,58,0.231,0.331,0.455
21,46,139,125,16,29,5,0,2,11,1,2,4,27,0.232,0.285,0.320
30,115,423,371,42,86,20,2,9,46,5,1,48,98,0.232,0.324,0.369
25,54,123,112,7,26,6,0,0,10,2,0,9,20,0.232,0.293,0.286
23,71,278,253,25,59,8,4,11,27,5,3,22,74,0.233,0.299,0.427
31,113,419,356,36,83,22,0,11,52,0,0,58,123,0.233,0.341,0.388
23,87,361,331,45,77,13,4,17,54,10,4,28,126,0.233,0.294,0.450
30,66,162,150,23,35,3,0,9,18,0,0,8,48,0.233,0.284,0.433
29,31,83,73,9,17,5,0,1,8,0,0,9,17,0.233,0.325,0.342
23,53,185,176,21,41,15,1,6,20,0,0,8,60,0.233,0.270,0.432
33,21,69,60,8,14,2,0,2,8,0,0,9,25,0.233,0.333,0.367
26,102,359,330,46,77,16,3,12,40,1,2,23,83,0.233,0.292,0.409
28,120,405,373,49,87,21,3,17,51,3,2,22,102,0.233,0.286,0.442
26,32,85,77,3,18,5,0,1,7,3,0,6,17,0.234,0.294,0.338
41,124,507,448,50,105,16,0,10,64,4,0,49,119,0.234,0.313,0.337
31,31,82,77,9,18,6,0,2,6,2,1,4,24,0.234,0.272,0.390
34,53,235,214,32,50,12,0,6,24,1,1,14,67,0.234,0.298,0.374
26,48,193,175,19,41,8,2,5,19,0,1,16,53,0.234,0.301,0.389
24,127,466,427,58,100,19,2,10,49,12,4,36,89,0.234,0.295,0.358
32,129,507,464,39,109,19,0,16,51,1,0,28,119,0.235,0.281,0.379
27,36,140,132,13,31,5,1,1,17,4,1,5,27,0.235,0.257,0.311
34,86,293,277,23,65,12,0,8,31,2,0,8,47,0.235,0.260,0.365
30,147,558,497,61,117,24,2,7,46,11,1,45,69,0.235,0.307,0.334
23,113,425,379,55,89,19,4,16,47,10,7,38,137,0.235,0.308,0.433
30,111,379,361,38,85,18,0,12,42,2,0,14,118,0.235,0.263,0.385
28,104,445,375,54,88,16,0,16,56,3,3,64,95,0.235,0.346,0.405
25,101,287,251,27,59,5,2,3,25,6,1,29,87,0.235,0.322,0.307
25,151,592,531,79,125,23,3,27,74,16,6,46,145,0.235,0.302,0.443
25,71,124,115,20,27,4,1,1,3,11,4,9,40,0.235,0.290,0.313
32,113,456,415,37,98,18,0,15,49,1,0,27,106,0.236,0.286,0.388
23,128,488,432,56,102,30,4,8,42,5,2,45,94,0.236,0.316,0.380
30,128,500,462,51,109,26,4,12,41,4,3,34,125,0.236,0.292,0.387
23,58,220,208,25,49,10,1,5,25,4,1,12,54,0.236,0.277,0.365
32,112,328,288,44,68,14,2,8,34,12,1,33,85,0.236,0.316,0.382
34,144,622,554,89,131,23,1,17,63,8,3,56,167,0.236,0.312,0.374
33,140,507,471,34,111,19,2,6,36,9,3,26,61,0.236,0.283,0.323
23,52,228,182,31,43,8,1,6,16,0,0,44,34,0.236,0.388,0.390
30,150,629,543,76,128,24,2,31,87,0,0,73,196,0.236,0.332,0.459
25,79,136,127,21,30,5,1,1,6,11,4,9,44,0.236,0.287,0.315
33,106,386,354,41,84,24,0,8,30,7,4,30,62,0.237,0.301,0.373
27,47,131,114,18,27,3,1,5,13,3,3,15,30,0.237,0.336,0.412
28,52,166,152,8,36,3,0,3,15,0,0,13,37,0.237,0.297,0.316
35,134,580,515,66,122,25,0,17,69,8,6,57,124,0.237,0.316,0.384
25,104,172,156,23,37,10,0,2,11,2,1,11,55,0.237,0.294,0.340
26,63,211,198,24,47,8,3,6,22,0,0,11,46,0.237,0.284,0.399
26,139,617,563,83,134,31,0,31,98,8,3,49,166,0.238,0.298,0.458
29,144,590,555,64,132,27,4,17,67,9,2,26,147,0.238,0.278,0.393
23,122,347,311,30,74,12,1,2,24,4,1,32,77,0.238,0.313,0.302
29,66,207,181,26,43,8,1,4,21,1,1,20,66,0.238,0.324,0.359
29,46,183,168,25,40,9,0,8,28,0,1,9,42,0.238,0.290,0.435
30,156,602,541,61,129,22,4,3,42,11,6,46,73,0.238,0.301,0.311
25,32,109,105,15,25,4,1,2,11,0,1,2,39,0.238,0.257,0.352
26,14,25,21,4,5,0,0,0,2,0,0,3,7,0.238,0.333,0.238
30,62,197,185,23,44,9,1,5,21,6,0,11,42,0.238,0.279,0.378
29,111,467,404,56,96,20,4,7,28,6,2,55,97,0.238,0.338,0.359
34,91,387,340,57,81,11,1,11,39,7,2,42,100,0.238,0.320,0.374
29,94,396,357,53,85,22,0,16,66,13,0,32,122,0.238,0.303,0.434
29,130,461,386,47,92,19,1,18,59,0,0,73,114,0.238,0.360,0.433
28,158,684,587,88,140,30,4,17,88,3,0,70,131,0.239,0.332,0.390
27,21,49,46,10,11,1,0,2,8,0,0,1,4,0.239,0.245,0.391
33,60,195,180,17,43,14,0,2,14,0,0,11,30,0.239,0.282,0.350
31,25,77,67,10,16,5,1,2,4,0,1,8,24,0.239,0.338,0.433
30,143,587,519,56,124,23,1,18,63,0,0,53,135,0.239,0.319,0.391
28,98,313,284,31,68,15,0,3,28,0,0,14,76,0.239,0.276,0.324
28,67,145,134,14,32,6,1,1,16,0,0,8,35,0.239,0.290,0.321
25,119,472,406,54,97,17,1,16,47,1,2,50,99,0.239,0.335,0.404
32,102,404,358,47,86,17,3,4,28,41,5,42,89,0.240,0.324,0.338
33,136,542,495,58,119,26,4,20,69,0,2,40,129,0.240,0.295,0.430
26,72,258,225,33,54,10,5,8,25,7,2,20,40,0.240,0.314,0.436
29,28,59,50,4,12,2,0,0,3,0,0,8,17,0.240,0.345,0.280
24,44,132,121,9,29,4,0,4,10,1,0,11,42,0.240,0.303,0.372
28,137,558,492,68,118,42,2,12,52,5,1,55,101,0.240,0.321,0.407
33,95,420,383,51,92,23,1,6,42,15,3,30,61,0.240,0.290,0.352
28,162,699,616,86,148,44,0,34,103,0,0,75,170,0.240,0.325,0.477
27,152,647,574,78,138,24,0,33,89,0,2,55,122,0.240,0.318,0.455
23,32,109,96,14,23,6,1,5,18,0,0,12,40,0.240,0.324,0.479
30,21,55,54,5,13,0,0,1,4,1,0,1,3,0.241,0.255,0.296
25,112,392,365,47,88,18,2,8,31,9,4,15,82,0.241,0.284,0.367
31,118,371,316,35,76,14,1,7,35,12,7,44,74,0.241,0.331,0.358
26,124,410,377,34,91,19,0,15,53,0,0,27,86,0.241,0.295,0.411
26,56,178,166,35,40,9,0,4,14,8,1,11,60,0.241,0.292,0.367
26,146,548,498,62,120,26,2,17,52,8,4,41,132,0.241,0.301,0.404
,168,600,539,68,130,26,2,17,65,8,3,49,136,0.241,0.310,0.392
38,146,584,545,53,132,40,0,8,53,8,0,30,73,0.242,0.288,0.360
26,93,299,289,32,70,22,0,6,31,0,0,7,65,0.242,0.264,0.381
23,153,664,524,93,127,25,2,27,62,6,2,135,96,0.242,0.401,0.452
31,160,667,583,84,141,25,2,36,94,2,2,69,131,0.242,0.327,0.477
30,113,487,416,65,101,23,2,22,55,4,2,45,103,0.243,0.349,0.466
27,145,603,518,57,126,24,3,6,42,3,2,68,80,0.243,0.339,0.336
31,92,327,305,35,74,13,0,12,38,1,1,18,53,0.243,0.287,0.403
24,52,194,173,16,42,9,1,4,17,3,0,9,46,0.243,0.307,0.376
25,130,472,424,53,103,26,1,6,51,2,0,32,93,0.243,0.301,0.351
29,152,658,575,82,140,36,2,15,58,5,1,73,103,0.243,0.331,0.391
29,73,159,156,13,38,9,2,2,15,0,1,3,25,0.244,0.258,0.365
27,67,234,209,25,51,9,0,9,30,0,0,21,51,0.244,0.316,0.416
25,136,560,505,55,123,24,3,7,41,20,5,48,122,0.244,0.314,0.345
32,14,50,45,6,11,3,0,0,4,0,0,4,9,0.244,0.320,0.311
24,28,94,86,10,21,5,0,2,13,0,0,8,31,0.244,0.309,0.372
36,89,298,266,31,65,13,0,14,42,0,0,27,83,0.244,0.315,0.451
28,27,92,86,12,21,1,0,7,17,0,1,5,36,0.244,0.293,0.500
27,35,115,102,16,25,3,1,5,13,3,3,11,26,0.245,0.330,0.441
24,134,461,424,49,104,18,4,11,52,10,4,28,158,0.245,0.295,0.384
27,119,407,359,47,88,12,2,14,44,4,3,46,106,0.245,0.332,0.407
34,138,527,489,61,120,26,1,14,56,3,1,32,98,0.245,0.292,0.389
28,151,663,593,91,145,24,1,33,83,3,0,58,103,0.245,0.317,0.455
21,90,302,284,33,70,12,2,2,21,7,4,5,50,0.246,0.280,0.324
29,82,274,256,25,63,14,0,7,40,1,0,11,98,0.246,0.285,0.383
31,57,247,224,31,55,8,0,11,34,0,0,20,65,0.246,0.308,0.429
29,156,672,589,81,145,33,2,30,79,2,1,72,169,0.246,0.332,0.462
27,153,597,529,67,130,23,3,20,67,7,3,60,158,0.246,0.327,0.414
31,56,204,187,29,46,12,2,7,33,3,2,13,53,0.246,0.305,0.444
31,93,272,244,31,60,10,1,3,23,5,0,26,78,0.246,0.320,0.332
31,92,272,244,31,60,10,1,3,23,5,0,26,78,0.246,0.320,0.332
23,101,436,342,62,84,17,1,21,46,6,2,91,62,0.246,0.408,0.485
25,117,357,325,41,80,12,2,6,32,7,4,23,70,0.246,0.297,0.351
25,64,269,247,36,61,16,0,8,35,3,5,16,47,0.247,0.294,0.409
23,44,171,154,21,38,8,1,6,19,3,2,15,44,0.247,0.312,0.429
26,46,110,97,14,24,4,1,5,6,0,2,8,34,0.247,0.336,0.464
23,24,86,77,9,19,3,0,0,3,1,0,4,11,0.247,0.314,0.286
27,30,91,81,13,20,3,0,6,20,3,0,9,30,0.247,0.319,0.506
29,115,365,318,46,79,16,1,12,35,1,1,39,122,0.248,0.340,0.418
32,147,617,560,64,139,28,4,1,34,10,4,45,114,0.248,0.311,0.318
34,87,310,278,29,69,19,2,12,41,1,2,27,74,0.248,0.316,0.460
31,161,724,657,101,163,31,5,26,83,25,8,53,120,0.248,0.304,0.429
29,115,353,335,39,83,12,1,11,43,2,1,15,62,0.248,0.283,0.388
28,118,445,403,50,100,17,1,16,51,1,0,30,98,0.248,0.305,0.414
33,149,577,535,66,133,32,0,17,58,18,4,39,92,0.249,0.303,0.404
30,56,182,169,23,42,11,0,4,19,4,1,10,41,0.249,0.298,0.385
25,103,431,386,48,96,16,2,10,41,3,4,31,94,0.249,0.327,0.378
25,59,228,209,19,52,7,0,0,7,3,1,14,27,0.249,0.305,0.282
27,2,4,4,0,1,0,0,0,0,0,0,0,2,0.250,0.250,0.250
27,9,40,36,4,9,3,1,0,9,0,1,2,5,0.250,0.275,0.389
28,86,313,292,38,73,10,3,5,30,17,3,15,62,0.250,0.294,0.356
26,51,183,168,20,42,9,1,8,26,0,0,10,56,0.250,0.302,0.458
23,16,50,48,4,12,1,0,1,5,0,0,1,11,0.250,0.260,0.333
26,4,9,8,1,2,1,0,0,2,0,0,0,3,0.250,0.222,0.375
31,77,247,228,14,57,8,0,2,16,0,0,17,50,0.250,0.308,0.311
23,2,5,4,0,1,0,0,0,0,0,0,1,1,0.250,0.400,0.250
29,1,4,4,0,1,0,0,0,2,0,0,0,0,0.250,0.250,0.250
29,156,657,605,88,151,34,5,27,101,25,6,40,183,0.250,0.300,0.456
26,41,142,136,19,34,8,1,9,16,0,0,5,44,0.250,0.282,0.522
26,145,582,535,66,134,35,2,16,60,2,4,34,114,0.250,0.306,0.413
26,5,12,12,0,3,0,0,0,0,0,0,0,7,0.250,0.250,0.250
24,45,156,144,14,36,7,0,3,21,0,0,5,36,0.250,0.290,0.361
30,3,7,4,2,1,0,0,0,2,0,0,2,0,0.250,0.429,0.250
25,34,85,72,13,18,2,1,5,17,0,0,10,29,0.250,0.341,0.514
27,36,147,128,9,32,6,2,0,11,0,1,16,17,0.250,0.347,0.328
33,139,550,504,70,126,28,1,11,58,16,5,38,85,0.250,0.298,0.375
25,145,609,555,62,139,28,1,22,85,4,1,43,154,0.250,0.305,0.423
27,148,612,537,67,134,37,2,18,66,1,0,56,124,0.250,0.332,0.426
30,2,4,4,0,1,0,0,0,0,0,0,0,1,0.250,0.250,0.250
33,3,9,8,0,2,0,0,0,0,0,0,0,3,0.250,0.250,0.250
31,35,108,104,8,26,3,0,1,10,0,2,4,18,0.250,0.278,0.308
25,8,12,12,1,3,1,0,0,3,0,0,0,4,0.250,0.250,0.333
29,9,16,16,4,4,1,0,0,0,0,0,0,4,0.250,0.250,0.313
26,150,582,517,58,130,29,3,11,59,12,2,51,100,0.251,0.325,0.383
32,110,397,347,40,87,15,0,4,40,2,1,34,60,0.251,0.321,0.329
34,134,490,439,39,110,30,3,12,59,1,3,41,114,0.251,0.316,0.415
23,112,433,394,33,99,22,0,7,36,6,1,30,50,0.251,0.313,0.360
31,134,497,430,65,108,24,4,15,47,17,6,46,88,0.251,0.339,0.430
30,100,333,318,39,80,17,0,11,34,5,1,12,80,0.252,0.283,0.409
24,31,113,103,16,26,4,1,6,10,0,0,6,32,0.252,0.310,0.485
33,68,124,115,19,29,6,0,2,12,2,3,5,31,0.252,0.283,0.357
25,115,355,329,38,83,20,0,13,43,4,0,19,90,0.252,0.294,0.432
30,154,671,575,99,145,25,4,14,57,19,3,88,162,0.252,0.355,0.383
21,93,418,376,46,95,18,4,5,42,1,4,36,120,0.253,0.321,0.362
24,136,558,521,72,132,20,2,22,63,11,2,22,135,0.253,0.289,0.426
24,34,98,91,11,23,4,1,3,11,0,0,5,29,0.253,0.306,0.418
24,76,274,253,27,64,13,0,12,30,0,0,16,61,0.253,0.296,0.447
27,33,131,114,14,29,9,1,2,12,4,1,13,25,0.254,0.331,0.404
39,112,433,397,25,101,10,0,5,43,1,0,28,101,0.254,0.305,0.317
24,60,241,213,39,54,10,4,14,45,12,5,21,66,0.254,0.325,0.535
26,98,350,311,31,79,17,2,4,36,10,2,30,75,0.254,0.323,0.360
29,110,351,323,41,82,17,1,14,44,0,0,24,97,0.254,0.305,0.443
32,114,473,445,48,113,23,1,23,76,0,0,18,109,0.254,0.292,0.465
27,92,336,315,27,80,19,3,3,34,2,2,13,77,0.254,0.289,0.362
24,113,470,398,70,101,35,1,13,42,4,0,65,86,0.254,0.362,0.445
31,124,456,414,49,105,10,3,9,43,4,2,35,109,0.254,0.313,0.357
22,150,632,591,82,150,31,6,20,80,30,7,30,135,0.254,0.294,0.428
30,44,151,149,16,38,6,0,7,15,1,0,2,39,0.255,0.265,0.436
28,69,160,141,15,36,5,0,6,23,2,0,14,48,0.255,0.344,0.418
26,43,107,94,14,24,4,1,5,6,0,2,8,32,0.255,0.346,0.479
31,145,583,526,58,134,25,1,14,78,4,3,33,99,0.255,0.315,0.386
28,61,228,216,20,55,9,1,2,17,1,0,7,16,0.255,0.288,0.333
34,47,180,161,10,41,11,1,0,18,0,1,14,40,0.255,0.317,0.335
30,125,522,474,62,121,23,1,29,72,1,1,39,121,0.255,0.315,0.492
29,55,183,149,18,38,9,0,6,25,0,0,33,47,0.255,0.393,0.436
28,72,264,246,35,63,7,3,5,21,15,2,13,47,0.256,0.303,0.370
28,83,201,176,29,45,9,1,5,23,13,1,18,53,0.256,0.335,0.403
34,119,425,386,50,99,19,2,7,27,2,1,21,71,0.256,0.317,0.370
25,122,498,449,47,115,28,0,20,79,6,1,38,80,0.256,0.319,0.452
31,80,255,219,36,56,14,1,13,41,4,1,32,93,0.256,0.353,0.507
33,15,37,35,7,9,2,0,1,2,1,0,1,12,0.257,0.297,0.400
26,98,216,202,24,52,9,3,0,10,5,6,12,44,0.257,0.298,0.332
32,150,632,575,79,148,28,3,29,102,0,0,43,164,0.257,0.315,0.468
25,140,572,526,73,135,28,1,24,76,10,5,39,129,0.257,0.310,0.451
25,150,609,544,71,140,28,1,30,107,25,4,59,95,0.257,0.330,0.478
21,44,163,159,17,41,7,2,0,10,6,2,1,23,0.258,0.276,0.327
27,156,672,608,89,157,32,4,16,64,34,10,47,126,0.258,0.318,0.403
25,40,103,89,14,23,2,1,1,12,0,1,12,19,0.258,0.340,0.337
29,41,127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431
28,155,656,548,93,142,38,0,23,93,1,2,87,77,0.259,0.366,0.454
27,68,247,216,33,56,9,0,12,28,4,1,26,54,0.259,0.344,0.468
30,140,538,506,60,131,21,3,19,73,4,0,24,127,0.259,0.299,0.425
21,34,132,116,12,30,7,1,4,18,1,1,16,34,0.259,0.348,0.440
32,101,371,347,27,90,24,1,3,32,12,3,15,50,0.259,0.297,0.360
31,65,177,162,14,42,7,0,3,21,0,0,10,38,0.259,0.313,0.358
21,32,115,104,13,27,9,2,4,14,2,1,8,31,0.260,0.330,0.500
26,36,105,96,11,25,3,0,3,12,0,0,7,27,0.260,0.305,0.385
26,140,541,488,71,127,22,2,14,62,21,6,33,89,0.260,0.322,0.400
27,72,248,215,34,56,10,0,15,44,1,0,25,44,0.260,0.339,0.516
27,137,578,508,68,132,26,3,24,87,1,0,56,96,0.260,0.343,0.465
31,119,469,414,37,108,33,2,9,50,0,0,40,119,0.261,0.337,0.415
